Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
14-07-2017,289.6,293.6,287.2,291.6,291.27,1073967,7949,312815422,384325,35.79,6.4,2
13-07-2017,289,290,286.65,288.6,288.54,628310,4663,181294251,158708,25.26,3.35,-0.4
12-07-2017,284.9,288,283.25,287.4,285.75,657243,4987,187809369,159124,24.21,4.75,2.5
11-07-2017,287.2,289.4,283.1,283.6,286.94,1142110,7589,327718108,359222,31.45,6.3,-3.6
10-07-2017,280.7,287,280.5,285.55,285.04,3605684,26355,1027778452,1462169,40.55,6.5,4.85
07-07-2017,280.1,282.4,279.8,280.2,280.97,540634,4053,151902833,129124,23.88,2.6,0.1
06-07-2017,275,282.75,274.5,280.9,280.68,1245617,10920,349619005,357117,28.67,8.25,5.9
05-07-2017,274.45,275.65,272.4,275,274.47,693654,4455,190385731,243381,35.09,3.25,0.55
04-07-2017,274.7,276.4,272.05,273,273.85,652050,4779,178561336,235516,36.12,4.35,-1.7
03-07-2017,274,275.35,272.65,274.7,274.35,585573,5138,160653448,181240,30.95,2.7,0.7
30-06-2017,272.4,274.65,269.8,273.6,272.49,810714,6762,220910484,198416,24.47,4.85,1.2
29-06-2017,276.55,279.2,271.6,272.55,275.31,999877,8173,275272467,399766,39.98,7.6,-4
28-06-2017,276.95,278.4,273.85,276.4,275.9,1279218,9831,352935874,458690,35.86,4.55,-0.55
27-06-2017,288.95,289.1,277,279.4,280.13,2496105,10863,699237996,380472,15.24,12.1,-9.55
23-06-2017,294.65,295.3,287.8,288.85,290.55,765354,7834,222370439,192738,25.18,7.5,-5.8
22-06-2017,291.25,295.7,291.25,294.55,293.34,1380077,6953,404838219,677968,49.13,4.45,3.3
21-06-2017,289.75,292.3,288.25,290.2,290.98,2160679,3971,628715188,1765804,81.72,4.05,0.45
20-06-2017,287.8,291,285.7,290,289.24,1092198,6059,315903454,339427,31.08,5.3,2.2
19-06-2017,286.75,289.55,285.35,288.5,287.86,632484,6455,182067650,260384,41.17,4.2,1.75
16-06-2017,284,286.65,283.35,285.85,285.06,1691416,7992,482151143,824203,48.73,3.3,1.85
15-06-2017,284.5,285.75,281.55,284.05,284.18,1373156,7320,390228151,512067,37.29,4.2,-0.45
14-06-2017,285.35,286.35,282.8,284.35,284.5,727888,5001,207080683,180353,24.78,3.55,-1
13-06-2017,286,287.1,283,283.8,284.47,834111,5234,237280992,385712,46.24,4.1,-2.2
12-06-2017,287,287,284.4,285.05,285.55,698974,4992,199593161,191194,27.35,2.6,-1.95
09-06-2017,288.8,289.5,286,288.5,287.86,1461948,4919,420836602,976107,66.77,3.5,-0.3
08-06-2017,292.3,292.3,288.1,288.8,289.04,575665,4044,166391311,141079,24.51,4.2,-3.5
07-06-2017,288.05,291.45,287.25,290.75,289.48,816223,6178,236276777,205160,25.14,4.2,2.7
06-06-2017,291,292.9,286.5,287.25,289.68,803082,6328,232637354,171886,21.4,6.4,-3.75
05-06-2017,288,289.6,287,287.35,288.07,541392,4371,155957572,141994,26.23,2.6,-0.65
02-06-2017,289.25,290.5,286.65,287.4,288.25,659567,5345,190122510,158665,24.06,3.85,-1.85
01-06-2017,287.2,291.15,284.85,287.35,287.68,901626,7001,259380567,242515,26.9,6.3,0.15
31-05-2017,289.4,291.25,287.45,288.55,289.34,601296,5820,173979687,149423,24.85,3.8,-0.85
30-05-2017,283.9,289.45,281.15,288.8,286.86,699527,10655,200665929,157300,22.49,8.3,4.9
29-05-2017,288.15,290.8,283.75,284.4,286.94,978317,6595,280722115,302999,30.97,7.05,-3.75
26-05-2017,290,290.75,285.3,288.45,287.81,1077478,7887,310113031,298688,27.72,5.45,-1.55
25-05-2017,284.05,291,283.85,290,287.1,1024680,8320,294181792,229950,22.44,7.15,5.95
24-05-2017,289.1,290.15,281.9,283.15,285.33,1371376,10711,391294323,352104,25.68,8.25,-5.95
23-05-2017,295,295.9,287,289.15,290.33,1478728,11729,429324686,330838,22.37,8.9,-5.85
22-05-2017,309,309.3,293.25,294.4,298.76,2278172,19280,680632699,686215,30.12,16.05,-14.6
19-05-2017,304.8,315,302.2,308.15,309.26,4801674,35993,1484975614,884524,18.42,12.8,3.35
18-05-2017,304.7,307.85,302.05,302.95,304.55,1046542,7046,318720973,294550,28.15,5.8,-1.75
17-05-2017,308,308.6,305.45,307.65,307.16,1106424,8945,339849676,316493,28.61,3.15,-0.35
16-05-2017,301.05,308.3,299.2,307,306.02,5871721,15646,1796878206,4611890,78.54,9.1,5.95
15-05-2017,298,301.5,297.6,300.45,300.17,2157073,11847,647496092,1206966,55.95,3.9,2.45
12-05-2017,299.25,302.5,295.7,297.15,298.72,2386158,12245,712802600,945386,39.62,6.8,-2.1
11-05-2017,295.1,299.3,294.45,298,296.88,2155328,8616,639870709,1012773,46.99,4.85,2.9
10-05-2017,297,298,293.1,294.6,295.33,820206,5304,242235139,143090,17.45,4.9,-2.4
09-05-2017,300.35,301,295.3,296,296.77,1084844,5480,321945340,408717,37.68,5.7,-4.35
08-05-2017,296.25,300.4,294,298.65,298.3,815944,6929,243399111,185804,22.77,6.4,2.4
05-05-2017,300.25,304.9,292,295.95,299.56,3366537,23019,1008463284,748179,22.22,12.9,-4.3
04-05-2017,293.1,299.8,293.1,298.8,296.35,2582802,16567,765409386,859345,33.27,6.7,5.7
03-05-2017,288.7,293.15,285.8,289.35,289.42,1111318,7341,321636648,240049,21.6,7.35,0.65
02-05-2017,290.8,292.5,287.1,288.25,289.7,866004,6838,250879439,272998,31.52,5.4,-2.55
28-04-2017,283.05,290.5,282.6,289.45,286.86,1114024,7730,319567628,278002,24.95,7.9,6.4
27-04-2017,286,287.8,281,281.95,284.08,949975,6170,269870687,285190,30.02,6.8,-4.05
26-04-2017,286.5,289.15,283.35,286.4,286.87,810712,7061,232568701,185134,22.84,5.8,-0.1
25-04-2017,287.9,288.6,285.05,286,286.52,650865,8826,186483554,196119,30.13,3.55,-1.9
24-04-2017,282.5,287.35,281,285.55,284.52,765144,8017,217697111,209917,27.43,6.35,3.05
21-04-2017,286.5,286.9,279.35,282.15,283.31,1272216,7596,360431969,283984,22.32,7.55,-4.35
20-04-2017,284.2,287.1,282.15,284.9,284.6,964058,15637,274366652,218592,22.67,4.95,0.7
19-04-2017,291.9,293,283.2,284.2,286.93,1484320,9532,425898492,429859,28.96,9.8,-7.7
18-04-2017,290.5,296.4,288.5,290.15,293.18,1485051,9914,435389853,467603,31.49,7.9,-0.35
17-04-2017,291.45,292.5,288.55,289.65,289.49,1239658,5963,358864209,586938,47.35,3.95,-1.8
13-04-2017,289.3,292.9,289.3,291,290.75,1722889,7278,500937405,499109,28.97,3.6,1.7
12-04-2017,294,295.5,289.2,290.1,291.09,1377460,6900,400962546,571928,41.52,6.3,-3.9
11-04-2017,289.8,294.5,289.05,293.7,292.59,1261467,7389,369096998,491160,38.94,5.45,3.9
10-04-2017,289.4,290.3,286.5,289,288.73,1215367,6812,350918761,516313,42.48,3.8,-0.4
07-04-2017,292.1,294.7,288.05,289.4,292,1587699,7900,463602559,550407,34.67,6.65,-2.7
06-04-2017,295.7,297.55,291.6,292.7,294.13,2089915,10163,614696913,794732,38.03,5.95,-3
05-04-2017,292.85,298.65,289.75,296.7,295.67,2401978,13564,710196030,881098,36.68,8.9,3.85
03-04-2017,294.3,295.5,291.5,293.15,293.78,1077883,8604,316657289,280841,26.05,4,-1.15
31-03-2017,292.4,294.25,288.55,292.6,292.2,2076728,15316,606828767,447326,21.54,5.7,0.2
30-03-2017,288.35,293.5,288.15,290,290.9,1974483,13017,574372807,740706,37.51,5.35,1.65
29-03-2017,282.95,289.55,282.5,287.75,287.39,18346222,16713,5272603399,16423592,89.52,7.05,4.8
28-03-2017,280,282.9,278.6,282.15,280.19,4603318,14091,1289825764,3716514,80.74,4.3,2.15
27-03-2017,276.3,280.7,275.3,279.35,278.51,1533913,13179,427210804,525720,34.27,5.4,3.05
24-03-2017,269.95,278.75,268.7,276.05,275.19,1912571,15508,526325834,683197,35.72,10.05,6.1
23-03-2017,268.55,269.45,266.65,268.5,268.09,849174,5883,227655500,412239,48.55,2.8,-0.05
22-03-2017,271.4,271.4,267,267.65,268.83,932422,7749,250667531,368579,39.53,4.4,-3.75
21-03-2017,274,277,270.2,272.3,273.09,1142201,7715,311927596,327473,28.67,6.8,-1.7
20-03-2017,275,275,272,274,272.38,8106217,5342,2207972538,7704579,95.05,3,-1
17-03-2017,279.6,279.6,273.5,274.1,275.5,1281510,7612,353052650,540316,42.16,6.1,-5.5
16-03-2017,278.8,280,276.1,278.95,278.65,3721429,11865,1036982131,2434179,65.41,3.9,0.15
15-03-2017,272.5,280,272.5,277.4,278.01,1481548,12056,411887372,495187,33.42,7.5,4.9
14-03-2017,278,279,273.95,274.7,275.58,998562,9550,275183782,359562,36.01,5.05,-3.3
10-03-2017,274.8,275.65,269.7,272.05,271.5,2350135,7220,638061448,1764933,75.1,5.95,-2.75
09-03-2017,269.85,273.8,268.5,273.2,271.73,2253195,12025,612255733,1335621,59.28,5.3,3.35
08-03-2017,268.5,270.25,266.05,269.7,268.39,1250732,7569,335688720,400540,32.02,4.2,1.2
07-03-2017,270.3,271,266.45,268.05,268.18,441030,4456,118277535,101017,22.9,4.55,-2.25
06-03-2017,265.55,270.45,265.55,269.9,268.49,623060,5661,167287257,236727,37.99,4.9,4.35
03-03-2017,266,268.6,264.5,265.15,265.91,763059,7435,202901272,276910,36.29,4.1,-0.85
02-03-2017,273.5,274.6,265.9,267,270.62,1130527,9302,305944037,312546,27.65,8.7,-6.5
01-03-2017,270,273.1,270,271.95,271.76,1157627,6638,314595974,518892,44.82,3.1,1.95
28-02-2017,268.3,271,268.2,269.2,269.54,578290,5592,155873522,169309,29.28,2.8,0.9
27-02-2017,271,271.5,267.6,268.15,268.88,1932776,7892,519677424,1184938,61.31,3.9,-2.85
23-02-2017,271.9,273,269.8,270.5,271.3,2294677,9334,622545913,1167047,50.86,3.2,-1.4
22-02-2017,271.25,274.5,269.55,271.8,272.77,1557349,13220,424802087,681089,43.73,4.95,0.55
21-02-2017,269.45,271.25,268.7,270.65,270.05,1022457,7820,276110920,398980,39.02,2.55,1.2
20-02-2017,269.35,271.5,268.1,269.25,269.26,1645609,6876,443091796,989804,60.15,3.4,-0.1
17-02-2017,270.9,273.7,267.75,268.8,269.16,2822028,12943,759580105,1514442,53.67,5.95,-2.1
16-02-2017,276.5,277,269.8,270.4,271.38,3218188,15951,873348467,1509833,46.92,7.2,-6.1
15-02-2017,270.55,272.4,267.1,268.65,269.32,1425318,9587,383860327,501413,35.18,5.3,-1.9
14-02-2017,273.4,273.4,268.1,270.5,270.79,1834821,8041,496858200,1084595,59.11,5.3,-2.9
13-02-2017,277.95,278.35,270.2,271.4,272.78,1535861,14571,418947878,384586,25.04,8.15,-6.55
10-02-2017,278.05,282.45,275,276.25,279.51,5531109,32297,1545990382,1932410,34.94,7.45,-1.8
09-02-2017,278.3,280.2,271.05,275.85,275.32,1953369,10809,537806016,699507,35.81,9.15,-2.45
08-02-2017,277.8,279.2,273,277.3,276.29,2999403,17557,828712082,1354916,45.17,6.2,-0.5
07-02-2017,278,279.6,276.2,277.5,277.96,2507178,10208,696898514,1305698,52.08,3.4,-0.5
06-02-2017,279.1,282.45,276,277.05,279.44,1742387,13552,486884126,497855,28.57,6.45,-2.05
03-02-2017,273,278.05,272,277.4,276.17,3954087,15133,1091994431,2112473,53.43,6.05,4.4
02-02-2017,271.1,274.7,268.6,272.7,272.07,4939979,19815,1344035868,3087740,62.51,6.1,1.6
01-02-2017,261.6,271.65,261,270.3,267.31,4767253,27960,1274338162,1612169,33.82,10.65,8.7
31-01-2017,262.65,263.9,259.45,260,261.05,1393891,8891,363877548,589801,42.31,4.45,-2.65
30-01-2017,266,267.7,262.6,263,264.97,1972593,13173,522670588,762213,38.64,5.1,-3
27-01-2017,260,268.25,259.5,266.5,264.78,2597953,20956,687890574,999678,38.48,8.75,6.5
25-01-2017,255.1,261,254.25,259.3,256.5,2082222,11950,534096083,1238652,59.49,6.75,4.2
24-01-2017,255.1,256.95,254.25,254.7,255.23,1280279,10284,326768659,623888,48.73,2.7,-0.4
23-01-2017,251,254.95,250.2,254.1,253.4,1141206,7711,289186966,510677,44.75,4.75,3.1
20-01-2017,258.8,260.55,250.4,251,254.9,1536608,11162,391681500,626458,40.77,10.15,-7.8
19-01-2017,257,261.8,256.65,258.3,259.16,1557394,11985,403618267,664585,42.67,5.15,1.3
18-01-2017,256.5,259,256.5,257.6,257.7,761642,7495,196273976,235216,30.88,2.5,1.1
17-01-2017,256.6,258.55,254.65,256.15,256.83,887020,8145,227815163,219092,24.7,3.9,-0.45
16-01-2017,251.05,256.4,250.75,255.75,254.08,1147858,11309,291647336,354435,30.88,5.65,4.7
13-01-2017,252.05,252.95,248.85,250.9,250.76,1635559,9310,410138952,637607,38.98,4.1,-1.15
12-01-2017,252.35,254.3,250.55,251.1,252.03,1755393,11373,442410151,800354,45.59,3.75,-1.25
11-01-2017,248.1,253.15,248.1,251.9,251.17,2441459,14185,613226808,1057808,43.33,5.05,3.8
10-01-2017,247.5,248.9,246.4,247.85,247.55,667028,7428,165124114,181300,27.18,2.5,0.35
09-01-2017,246.55,248.2,246.1,247,247.03,594964,5835,146975536,163880,27.54,2.1,0.45
06-01-2017,246,248.95,245.3,245.95,247.17,1050117,9851,259555569,267654,25.49,3.65,-0.05
05-01-2017,244.95,246,244.05,245.45,245.19,1025688,9359,251486248,270312,26.35,1.95,0.5
04-01-2017,245.2,246.45,242.5,242.9,243.94,1271447,11180,310153309,374398,29.45,3.95,-2.3
03-01-2017,243.6,246.3,241.1,244.85,244.46,1524646,14539,372716459,354956,23.28,5.2,1.25
02-01-2017,252.75,253.5,242.8,243.6,244.85,2429618,26779,594882604,909379,37.43,10.7,-9.15
30-12-2016,247.55,252.45,247.5,249.75,250.67,1781491,21107,446562670,785890,44.11,4.95,2.2
29-12-2016,248,248.9,245.75,247.55,247.42,754686,7137,186724159,215362,28.54,3.15,-0.45
28-12-2016,249.65,252.35,246.7,247.25,249.42,1331062,11962,331988263,372486,27.98,5.65,-2.4
27-12-2016,243.6,249.9,243.1,248.7,245.73,878824,9306,215953972,183787,20.91,6.8,5.1
26-12-2016,248.75,248.75,243.7,244.1,245.42,781838,8600,191878691,226477,28.97,5.05,-4.65
23-12-2016,249.95,251.7,248.05,249.25,249.91,889308,8392,222250650,193283,21.73,3.65,-0.7
22-12-2016,254,254.25,248.45,249.75,250.39,2080442,11844,520929448,1089394,52.36,5.8,-4.25
21-12-2016,256.55,257.95,254.15,255.15,255.98,801075,7665,205060201,158371,19.77,3.8,-1.4
20-12-2016,261.25,262.95,253.25,254.55,255.96,1467511,13511,375626770,387291,26.39,9.7,-6.7
19-12-2016,263.05,264.4,260.85,261.4,262.47,560178,5738,147027134,214744,38.33,3.55,-1.65
16-12-2016,265.7,268.25,263.25,264.75,264.64,813798,10196,215364050,258653,31.78,5,-0.95
15-12-2016,259.35,267.5,259.25,265,264.93,1578399,15614,418162768,374754,23.74,8.25,5.65
14-12-2016,265.5,266.2,262.2,262.7,263.69,794810,8567,209579763,271657,34.18,4,-2.8
13-12-2016,264.85,266.25,261.8,265.5,264.18,988072,8921,261025494,216307,21.89,4.45,0.65
12-12-2016,269.45,269.45,262.4,263.4,266.33,1599873,11672,426095821,506713,31.67,7.05,-6.05
09-12-2016,260.95,266.5,258.7,266,264.39,2130847,14473,563366477,816321,38.31,7.8,5.05
08-12-2016,258.75,260.5,258.05,259.75,259.32,944646,7081,244965279,265930,28.15,2.45,1
07-12-2016,260.05,262.5,252,255.35,258.36,2725215,21692,704083648,582830,21.39,10.5,-4.7
06-12-2016,258.8,260,256.45,259.15,258.69,1242889,8382,321524959,360654,29.02,3.55,0.35
05-12-2016,254.5,257.3,253.3,256.7,255.69,993911,8015,254131951,301606,30.35,4,2.2
02-12-2016,253.3,261.25,253,254.4,256.12,2128604,17524,545171100,318806,14.98,8.25,1.1
01-12-2016,259.9,260.95,254.75,255.75,256.92,1453568,10786,373443478,380543,26.18,6.2,-4.15
30-11-2016,254.4,259.9,252.75,258.4,256.48,1653267,11570,424029144,491255,29.71,7.15,4
29-11-2016,254.6,256.5,252.1,252.95,254.62,1185549,10507,301858663,330008,27.84,4.4,-1.65
28-11-2016,253.7,257.7,248.2,253.6,254.56,2096208,20610,533608062,505439,24.11,9.5,-0.1
25-11-2016,263.8,264.65,258.6,260.95,261.25,1791027,13110,467899468,407888,22.77,6.05,-2.85
24-11-2016,258.4,262.9,254.65,261.7,260.36,1900846,15643,494913433,380318,20.01,8.25,3.3
23-11-2016,260.8,260.8,254.9,258.75,257.93,1559253,11409,402173744,239375,15.35,5.9,-2.05
22-11-2016,261.5,262.4,251.45,257.4,256.46,2450360,21976,628412499,345863,14.11,10.95,-4.1
21-11-2016,276.3,277.8,256.25,257.75,264.55,2569703,21241,679803168,608207,23.67,21.55,-18.55
18-11-2016,278.4,279.95,274.75,275.7,277.02,1886242,15938,522521557,522323,27.69,5.2,-2.7
17-11-2016,277.25,282.4,276,277.65,279.27,3027795,21875,845587136,1004903,33.19,6.4,0.4
16-11-2016,283.4,285,276.1,277.15,278.78,2460911,20783,686056091,691839,28.11,8.9,-6.25
15-11-2016,275.95,283.35,271,278.1,277.4,5272341,30962,1462540682,2175110,41.26,12.35,2.15
11-11-2016,278.95,288.5,270.7,272.9,278.11,5886310,47654,1637056958,804539,13.67,17.8,-6.05
10-11-2016,267,283.9,265.3,281.6,278.21,5967067,52446,1660113677,1504529,25.21,18.6,14.6
09-11-2016,239.5,261,231,259.75,251.57,4029745,32037,1013748068,631466,15.67,30,20.25
08-11-2016,254,254,248.9,252.6,251.34,758203,7188,190564198,209702,27.66,5.1,-1.4
07-11-2016,248,254,245.75,252.7,250.53,1120508,10457,280722152,332690,29.69,8.25,4.7
04-11-2016,246.2,248.5,240.55,242.85,243.34,1192300,10802,290132347,256499,21.51,7.95,-3.35
03-11-2016,250.9,252.8,245,245.65,248.77,1287155,12070,320205334,418710,32.53,7.8,-5.25
02-11-2016,254.4,255.5,247,251.3,252.13,1073249,9407,270598229,291571,27.17,8.5,-3.1
01-11-2016,257.5,260.1,256.85,258.4,258.66,2395509,10980,619613681,1037003,43.29,3.25,0.9
30-10-2016,259.3,260,257,257.85,258.3,306968,3690,79288696,100942,32.88,3,-1.45
28-10-2016,256.65,258.55,253.7,257.85,256.95,2277165,10260,585113520,1088204,47.79,4.85,1.2
27-10-2016,259,259,254.4,255.05,255.44,2609234,12289,666503913,1477731,56.63,4.6,-3.95
26-10-2016,261.3,264.75,257,259.05,260.97,1397639,10618,364748319,508241,36.36,7.75,-2.25
25-10-2016,264,264.65,260.75,261.3,261.74,2362503,10081,618366484,1392960,58.96,3.9,-2.7
24-10-2016,259.9,264.75,258,262.85,262.52,4163083,14273,1092907586,2547793,61.2,6.75,2.95
21-10-2016,260,260,255.75,258.4,257.46,1880556,8348,484159225,671403,35.7,4.25,-1.6
20-10-2016,255.05,260.4,255.05,259.95,259.23,3227303,16134,836606668,1287807,39.9,5.35,4.9
19-10-2016,257.3,257.95,254.3,254.8,255.42,4161624,12316,1062961269,2201691,52.9,3.65,-2.5
18-10-2016,254.85,257.45,253.75,256.9,255.07,4550935,13879,1160790222,2665897,58.58,3.7,2.05
17-10-2016,254,256.3,251.9,253.1,253.81,3033994,15016,770053647,1347555,44.42,4.4,-0.9
14-10-2016,251.25,253.3,249.7,251.9,251.98,3474567,14501,875525108,1724454,49.63,3.6,0.65
13-10-2016,255.4,255.4,246.1,249.7,249.78,1557775,11343,389095916,507155,32.56,9.3,-5.7
10-10-2016,259,260.2,255.35,256,256.74,2377551,10348,610418232,1320440,55.54,4.85,-3
07-10-2016,257,259.45,255.05,258.25,257.07,3479926,15927,894583664,1664061,47.82,4.4,1.25
06-10-2016,261.7,261.9,255.8,256.85,259.18,1416758,10342,367198238,400339,28.26,6.1,-4.85
05-10-2016,262.05,264.6,259.65,260.55,262.27,3191168,19519,836962264,1383272,43.35,4.95,-1.5
04-10-2016,256.4,261.5,253.85,259.25,257.44,5202146,23536,1339238389,1833937,35.25,7.65,2.85
03-10-2016,252.6,257,252.6,255.2,255.14,2078880,12087,530404952,1030751,49.58,4.4,2.6
30-09-2016,246.1,252.5,245.6,250.7,249.91,1417765,10621,354313526,305353,21.54,6.9,4.6
29-09-2016,254.95,256.75,243.5,247.15,249.16,1968079,15921,490369256,587092,29.83,13.25,-7.8
28-09-2016,250,255.7,248,253.5,253.58,3346226,12732,848526146,1772674,52.98,7.7,3.5
27-09-2016,252.35,253.95,248.3,248.95,250.59,1840643,11040,461252212,943668,51.27,5.65,-3.4
26-09-2016,254.4,254.4,250.65,251.65,253.32,2660045,9639,673854407,1952727,73.41,3.75,-2.75
23-09-2016,258.4,258.7,253.7,254.4,256.37,2274898,10060,583225295,1118561,49.17,5,-4
22-09-2016,257,258.35,255.2,257.35,256.39,3545874,18724,909110517,1947618,54.93,3.15,0.35
21-09-2016,254.5,256,250.75,251.35,253.63,3219387,14344,816517103,2195995,68.21,5.25,-3.15
20-09-2016,256.05,256.6,253.2,254.25,254.61,2128453,8960,541921957,1214082,57.04,3.4,-1.8
19-09-2016,255.5,258.3,255.15,255.65,256.16,2773389,9783,710441282,1681275,60.62,3.15,0.15
16-09-2016,257.35,261.9,253.6,254.4,258.65,1941142,12223,502081689,715422,36.86,8.3,-2.95
15-09-2016,258.05,258.55,254.2,255.8,255.34,2156707,10235,550689551,1094440,50.75,4.35,-2.25
14-09-2016,254.25,258,253.15,257.6,256.09,964097,8470,246894624,184707,19.16,4.85,3.35
12-09-2016,257.7,258.85,251.7,252.7,254.66,1692033,17295,430899645,652994,38.59,7.15,-5
09-09-2016,268.55,268.55,263.25,264,264.98,2728756,13805,723079131,1392227,51.02,5.3,-4.55
08-09-2016,268,271.55,266.9,267.95,268.38,2851299,16135,765241457,1208197,42.37,4.65,-0.05
07-09-2016,262.45,270,260.4,266.55,266.99,5797566,28369,1547869138,2312354,39.88,9.6,4.1
06-09-2016,257,260.8,256.05,259.45,258.63,3123299,19611,807775876,1536020,49.18,4.75,2.45
02-09-2016,252.1,254.9,251.85,254.35,253.71,968151,8527,245633375,288789,29.83,3.05,2.25
01-09-2016,252.45,254.65,251,251.75,253.05,1111984,10373,281386231,274431,24.68,3.65,-0.7
31-08-2016,252.5,255.4,251.25,252.55,253.82,1464389,11658,371684016,333597,22.78,4.15,0.05
30-08-2016,249.15,252.8,249.15,252.2,251.5,1080568,9191,271766774,243670,22.55,3.65,3.05
29-08-2016,246.05,249.65,244.5,248.75,245.67,2861529,10510,702981257,1855941,64.86,5.15,2.7
26-08-2016,250.4,250.7,246.1,246.7,247.91,1506070,11229,373375369,267598,17.77,4.6,-3.7
25-08-2016,254.7,255.55,248.7,250.05,252.65,1320124,10842,333531292,395691,29.97,6.85,-4.65
24-08-2016,254.75,256.05,253.55,254.65,254.7,1178370,9140,300130087,265215,22.51,2.5,-0.1
23-08-2016,256,256,251.1,254.6,253.28,1460722,13600,369965041,316048,21.64,4.9,-1.4
22-08-2016,259.1,260.5,254.1,254.95,256.86,2086475,15797,535927961,553655,26.54,6.4,-4.15
19-08-2016,255,260,254,258.5,257.03,4802713,32141,1234446854,1184056,24.65,6,3.5
18-08-2016,246.05,250.25,246.05,248.2,248.77,1964823,12087,488781353,453219,23.07,4.2,2.15
17-08-2016,246.1,249.55,244.4,246.25,246.58,1971354,14238,486088750,300876,15.26,5.15,0.15
16-08-2016,245.2,247.8,242.4,246.45,245.15,2760169,19635,676665542,357023,12.93,5.4,1.25
12-08-2016,226.95,247.7,224.4,243.2,240.57,13529278,79636,3254729121,4593414,33.95,23.3,16.25
11-08-2016,231.9,233.4,225.9,226.95,227.79,2675375,12925,609411009,1054965,39.43,7.5,-4.95
10-08-2016,237,237,230.75,231.5,232.76,2864171,13708,666659161,1201471,41.95,6.25,-5.5
09-08-2016,234.8,237.65,232.3,234.6,234.8,6467422,29071,1518521225,3099611,47.93,5.35,-0.2
08-08-2016,233.9,235.9,231.65,233.05,233.37,3492581,13613,815051283,1573155,45.04,4.25,-0.85
05-08-2016,226.3,233.7,226.3,232.8,231.88,2098848,16398,486689354,710554,33.85,7.4,6.5
04-08-2016,228.15,228.55,223.2,225.55,225.66,2299974,12173,519006396,978693,42.55,5.35,-2.6
03-08-2016,228.7,230.35,225.5,226.55,228.1,3330171,13626,759602733,1397027,41.95,4.85,-2.15
02-08-2016,229.55,230.9,227,227.85,228.39,2601548,15063,594165337,1145991,44.05,3.9,-1.7
01-08-2016,230.95,232.6,225.65,227.45,228.57,1512895,11764,345806619,386711,25.56,6.95,-3.5
29-07-2016,230.7,232.6,228.35,229.05,230.4,2651546,16121,610920125,1106237,41.72,4.25,-1.65
28-07-2016,229.5,235,229.25,230.95,232.44,3603185,20690,837533521,1543724,42.84,5.75,1.45
27-07-2016,227.15,230.95,226.8,228.65,228.51,2325398,14157,531376824,753346,32.4,4.15,1.5
26-07-2016,230,232,225.5,226.5,229.23,1659171,14795,380336936,493197,29.73,6.5,-3.5
25-07-2016,223.95,231,222.7,229.85,228.72,2884964,14680,659842447,1139993,39.51,8.3,5.9
22-07-2016,225.55,225.65,222.15,223.45,223.8,1820228,12795,407368917,686207,37.7,3.5,-2.1
21-07-2016,231.9,232.1,224.2,225.6,228.86,1360277,12720,311317857,342879,25.21,7.9,-6.3
20-07-2016,231.9,232.5,229.45,230.9,231.24,1885839,13435,436078497,639702,33.92,3.05,-1
19-07-2016,229.05,232,226.8,229.7,229.84,2947098,18229,677374637,984840,33.42,5.2,0.65
18-07-2016,232.4,233.85,228,228.6,231.46,1644047,12638,380525003,444679,27.05,5.85,-3.8
15-07-2016,233,234.45,230.9,231.5,232.47,1457142,12037,338738222,304920,20.93,3.55,-1.5
14-07-2016,227.2,232.8,226.1,231.75,230.66,2271813,24205,524014671,578899,25.48,6.7,4.55
13-07-2016,227.75,228.4,224.05,227.2,226.86,2011848,16991,456409482,332203,16.51,4.35,-0.55
12-07-2016,224.6,227.1,224.05,226.45,225.94,1584372,12810,357969703,414673,26.17,3.05,1.85
11-07-2016,223.05,225.35,222,224.6,223.62,1864141,15329,416854459,656361,35.21,3.35,1.55
08-07-2016,220.95,221,216.55,218.4,218.17,1468887,11752,320470248,337276,22.96,4.45,-2.55
07-07-2016,223.5,224.75,219.25,220.5,222.41,1203631,11221,267698586,293186,24.36,5.5,-3
05-07-2016,223,225,221.7,223,223.55,1479156,13376,330659083,446265,30.17,3.3,0
04-07-2016,221.65,224.4,221.65,222.85,223.14,1694016,13429,377996887,491729,29.03,2.75,1.2
01-07-2016,220.5,220.95,218.9,219.65,219.95,1369667,10474,301255802,288917,21.09,2.05,-0.85
30-06-2016,220,221.8,217.9,218.65,220.07,2125658,18603,467803691,465541,21.9,3.9,-1.35
29-06-2016,217.65,218.7,216.2,217.2,217.53,1575472,12853,342714328,257506,16.34,2.5,-0.45
28-06-2016,217.4,218.65,215.7,216.3,216.89,1742439,14904,377918003,287993,16.53,2.95,-1.1
27-06-2016,211.25,218.7,210.35,217.1,216.42,3435350,23651,743478430,567663,16.52,8.35,5.85
24-06-2016,207,212,202.55,211.25,207.93,6277616,43677,1305301804,1253234,19.96,9.45,4.25
23-06-2016,213.3,217.95,212.9,217.4,215.89,2164301,18887,467240640,604982,27.95,5.05,4.1
22-06-2016,214,215.3,211.6,212.8,213.46,1497501,12091,319661976,298925,19.96,3.7,-1.2
21-06-2016,215.15,217.55,213.2,213.9,215.46,1893257,13568,407916505,361189,19.08,4.35,-1.25
